video_watch_mins,avg_quiz_score,days_active,total_courses_taken,course_Artificial Intelligence,course_Blockchain,course_Cloud Computing,course_Cyber Security,course_Data Science,course_Data Visualization,course_Deep Learning,course_Machine Learning,course_Python Programming,course_Web Development,completion_status
0.6267372447987093,0.6071513817332286,-0.20607120049598768,-0.6308812272831597,1,0,1,0,0,0,0,0,0,0,1
0.8309018613896324,0.8837805618667507,1.6648414372064795,1.1180405742619282,0,0,0,0,0,1,1,1,0,1,0
-1.242154245533587,0.2783280166688525,-0.6857923896504664,1.1180405742619282,0,0,0,1,1,1,0,0,1,0,0
-1.0144321731821726,-1.0735013730402463,-0.877680865312258,0.24357967348938422,0,1,0,0,0,1,0,0,1,0,0
-1.4561344686913813,-0.11312837031254688,-1.165513578804945,1.1180405742619282,1,0,0,1,0,1,1,0,0,0,0
1.2254892453778587,1.3169922967928325,0.8013432967284178,0.24357967348938422,0,0,1,0,0,0,1,0,0,1,1
-0.9889115961083073,-2.1173850716573113,-1.1175414598894973,1.1180405742619282,1,1,1,0,0,1,0,0,0,0,0
-0.7670788876970158,-1.083940210026417,-1.1175414598894973,-0.6308812272831597,0,0,1,0,1,0,0,0,0,0,1
1.4060964062082908,1.3430893892582592,1.1851202480520007,-1.5053421280557036,0,0,0,0,0,0,0,0,0,1,1
0.7857500711820244,-0.20707790318808258,0.5135105832357305,-0.6308812272831597,1,0,0,0,0,0,1,0,0,0,1
0.5050237233695052,1.2856757858343209,1.8087577939528232,0.24357967348938422,0,0,1,0,1,0,0,0,1,0,1
1.7889050623162717,0.2209144132449142,-0.1580990815805398,1.1180405742619282,0,0,1,0,0,1,1,1,0,0,1
-0.8789768025593487,-1.470177178514731,-0.6857923896504664,-1.5053421280557036,0,0,0,0,0,0,1,0,0,0,0
-0.949649169840822,-0.5098041757870313,-1.2134856977203932,1.1180405742619282,1,0,1,0,0,0,1,1,0,0,0
-0.6316235170741918,-1.3762276456391953,-0.9256529842277058,1.1180405742619282,1,0,0,0,1,1,0,0,0,1,0
-1.1832606061323592,-0.019178837437010442,-0.9736251031431538,0.24357967348938422,0,1,0,0,0,1,0,0,1,0,1
0.9663572320124564,-0.10268953332637609,-0.014182724834196176,1.1180405742619282,0,1,0,0,1,0,1,1,0,0,1
0.6640365497528202,0.7741727735119583,0.6574269399820741,2.8669623758070157,0,0,0,1,1,1,1,1,0,1,1
-0.44512699230363706,-0.44195173537692223,2.672255934430885,0.24357967348938422,0,0,0,0,1,1,0,0,0,1,1
1.3746864651943027,1.0299242796731396,-0.1580990815805398,-0.6308812272831597,0,1,1,0,0,0,0,0,0,0,1
0.3067484707187048,-0.3532216209944715,-0.014182724834196176,1.992501475034472,0,0,1,0,1,1,0,0,1,1,1
-1.0281740223757925,-0.6455090566072498,-0.877680865312258,-0.6308812272831597,0,0,0,0,1,0,1,0,0,0,0
-1.0674364486432777,-1.678953918238144,-1.0695693409740494,-0.6308812272831597,0,0,1,1,0,0,0,0,0,0,0
1.3962807996414195,-0.09225069634020529,1.089176010221105,-1.5053421280557036,0,0,0,0,0,0,0,1,0,0,1
0.9133529565513514,-0.42629347989766636,-0.06215484374964405,-0.6308812272831597,0,1,0,0,0,0,0,1,0,0,1
-0.9064605009465884,-1.2405227648189767,-1.0215972220586016,0.24357967348938422,0,0,0,0,0,1,0,1,1,0,0
-0.4529794775571341,-1.1674509059157823,-1.0695693409740494,-0.6308812272831597,0,0,0,0,0,1,0,0,0,1,0
0.6817046415731886,-0.2592720881189358,-0.5418760329041228,-0.6308812272831597,0,0,1,1,0,0,0,0,0,0,1
-1.2519698521004583,-0.3845381319529832,-0.6378202707350186,-0.6308812272831597,1,0,0,0,0,0,0,0,1,0,0
0.6031797890382181,1.0247048611800547,0.705399058897522,0.24357967348938422,0,0,0,1,0,1,0,0,0,1,1
1.2137105174976133,0.5862737077608869,1.9047020317837189,-0.6308812272831597,0,1,0,1,0,0,0,0,0,0,1
-0.9319810780204537,0.7846116104981292,-0.7337645085659144,0.24357967348938422,0,0,0,1,0,0,1,1,0,0,0
1.7260851802882953,0.9098776543321773,0.8972875345593134,-0.6308812272831597,1,0,0,0,0,0,0,1,0,0,1
-0.949649169840822,-0.9586741661923693,-1.261457816635841,1.1180405742619282,1,0,0,0,0,1,0,1,0,1,0
1.211747396184239,0.9777300947422863,0.6574269399820741,-0.6308812272831597,0,0,0,1,0,0,0,1,0,0,1
1.0173983861601872,1.3744059002167708,-0.20607120049598768,1.1180405742619282,0,0,0,0,0,1,1,1,0,1,1
0.9270948057449712,0.07477069543852526,1.7128135561219273,1.1180405742619282,1,0,0,0,1,0,0,1,1,0,1
-1.0968832683438916,-1.6632956627588882,-0.877680865312258,0.24357967348938422,1,0,0,0,1,1,0,0,0,0,0
0.5815854545911013,0.5392989413231187,0.6094548210666262,2.8669623758070157,0,0,1,1,1,0,1,1,1,0,1
0.2773016510180909,0.8472446324151532,0.8013432967284178,-0.6308812272831597,0,0,1,0,1,0,0,0,0,0,1
0.37349459537342966,0.3200833646135357,0.8493154156438656,-1.5053421280557036,0,0,0,0,0,0,0,1,0,0,1
0.6424422153057033,0.36705813105130314,0.12973363191214746,-0.6308812272831597,0,1,1,0,0,0,0,0,0,0,1
1.2372679732581044,0.5132018488576922,1.5688971993755838,-0.6308812272831597,0,0,0,1,0,0,0,1,0,0,1
0.18307182797612637,1.421380666654539,1.1371481291365528,-0.6308812272831597,0,0,0,0,0,0,0,1,0,1,1
-0.6080660613137007,0.7480756810465318,0.36959422648938683,1.1180405742619282,0,0,1,1,0,0,1,1,0,0,1
0.9055004712978544,1.071679627617822,1.2810644858828966,-0.6308812272831597,0,0,0,1,0,1,0,0,0,0,1
0.5541017562038617,0.5445183598162046,0.6094548210666262,1.1180405742619282,1,1,1,0,0,1,0,0,0,0,0
-0.7768944942638871,-0.7446780079758709,-0.82970874639681,-1.5053421280557036,0,0,0,0,1,0,0,0,0,0,1
0.6954464907668084,0.5497377783092895,1.9047020317837189,-0.6308812272831597,0,0,1,0,0,0,0,0,0,1,1
-1.1322194519846283,-2.0704103052195433,-1.0215972220586016,1.1180405742619282,1,0,0,0,0,1,0,0,1,1,0
-0.9319810780204537,-1.579784966869523,-1.261457816635841,1.1180405742619282,0,1,0,1,0,1,0,0,0,1,0
-1.5091387441524864,-0.7603362634551267,-0.9736251031431538,0.24357967348938422,1,0,0,1,0,0,0,0,1,0,0
1.339350281553566,0.6802232406364227,1.089176010221105,1.1180405742619282,1,0,1,1,1,0,0,0,0,0,0
0.34993713961293854,1.421380666654539,1.2330923669674485,1.1180405742619282,1,0,1,0,0,0,0,1,0,1,1
0.5560648775172359,0.7585145180327025,0.36959422648938683,-1.5053421280557036,0,0,0,0,0,0,0,0,1,0,1
0.9899146877729476,0.48710475639226547,0.4175663454048347,-1.5053421280557036,0,0,0,0,0,1,0,0,0,0,1
-0.7513739171900218,-2.2844064634360417,-0.6378202707350186,-1.5053421280557036,0,0,0,0,0,0,0,0,0,1,0
1.203894910930742,1.2021650899449552,1.8087577939528232,-1.5053421280557036,0,0,1,0,0,0,0,0,0,0,1
-0.9123498648867111,-2.6549851764451,-1.0695693409740494,-0.6308812272831597,1,0,0,0,0,0,0,0,1,0,0
0.850533074523375,0.9829495132353714,-0.39795967615777916,-0.6308812272831597,1,1,0,0,0,0,0,0,0,0,0
0.6071060316649667,0.7898310289912149,0.7533711778129698,-0.6308812272831597,1,0,0,0,0,0,0,0,1,0,1
-0.9967640813618044,-1.3135946237221712,-1.2134856977203932,0.24357967348938422,1,0,0,0,0,0,0,0,1,1,0
0.34601089698619003,0.800269865977385,-0.11012696266509193,1.1180405742619282,1,0,1,0,0,0,0,0,1,1,0
0.8682011663437433,0.07477069543852526,1.1371481291365528,-0.6308812272831597,1,0,0,1,0,0,0,0,0,0,1
-0.301819136427316,-0.03483709291626701,-1.4053741733821845,0.24357967348938422,1,0,0,0,1,1,0,0,0,0,0
-1.1008095109706402,-0.7238003340035297,-0.5898481518195707,0.24357967348938422,1,0,0,0,1,1,0,0,0,0,1
-0.06428145750903048,0.6750038221433377,1.856729912868271,0.24357967348938422,0,0,0,1,0,0,1,1,0,0,1
0.9879515664595733,1.1865068344656993,0.9452596534747614,1.1180405742619282,0,1,0,0,1,1,0,1,0,0,1
-1.0065796879286757,-2.414891925763175,-1.1175414598894973,0.24357967348938422,0,0,0,0,0,1,0,0,1,1,0
-1.077252055210149,-1.3031557867360009,-0.6857923896504664,0.24357967348938422,1,1,0,0,0,0,0,0,1,0,0
-0.9594647764076933,-0.11312837031254688,-1.261457816635841,1.992501475034472,1,0,0,1,1,0,0,1,0,1,0
-0.20955243469872578,-0.9430159107131131,-0.9256529842277058,-0.6308812272831597,0,0,1,0,1,0,0,0,0,0,0
-1.1734449995654879,-1.1883285798881236,-1.1175414598894973,1.1180405742619282,0,0,0,1,1,0,1,1,0,0,0
-0.9044973796332141,0.7428562625534467,-1.0695693409740494,0.24357967348938422,0,0,0,0,0,1,1,1,0,0,0
0.6561840644993232,0.6071513817332286,0.8493154156438656,-0.6308812272831597,0,0,0,1,1,0,0,0,0,0,1
0.38919956588042376,1.421380666654539,1.472952961544688,-0.6308812272831597,0,0,0,0,0,1,0,1,0,0,1
-0.6728490646550513,-0.8386275408514067,-1.165513578804945,0.24357967348938422,0,0,1,1,1,0,0,0,0,0,0
-1.12829320935788,0.09564836941086612,-0.49390391398867495,0.24357967348938422,1,1,0,0,1,0,0,0,0,0,0
-0.18206873631148612,1.1708485789864436,2.4323953398536453,-0.6308812272831597,0,0,0,0,1,0,0,0,0,1,0
0.20662928373661751,0.6019319632401428,0.17770575082759532,-0.6308812272831597,0,1,0,0,0,1,0,0,0,0,1
-0.9437598059006993,0.02257651050767201,-1.2134856977203932,-0.6308812272831597,0,0,0,0,0,0,1,0,0,1,1
-1.2185967897730958,-1.2353033463258913,-1.3094299355512888,0.24357967348938422,1,0,1,0,0,0,0,1,0,0,0
-0.6434022449544374,-2.237431696998274,-0.5418760329041228,-0.6308812272831597,0,0,0,0,0,1,0,1,0,0,0
-0.7690420090103901,0.8054892844704707,-1.0695693409740494,0.24357967348938422,1,0,1,0,1,0,0,0,0,0,0
-0.7376320679964019,-0.6820449860588469,-0.82970874639681,-1.5053421280557036,0,0,0,0,0,0,0,1,0,0,0
-0.6355497597009404,-1.7311481031689973,-1.0215972220586016,0.24357967348938422,1,0,0,0,0,0,0,1,1,0,0
-0.06624457882240474,0.2887668536550233,0.2736499886584911,0.24357967348938422,1,0,1,0,0,0,0,1,0,0,1
-0.8534562254854833,-1.0004295141370518,-0.9736251031431538,1.1180405742619282,0,1,0,1,0,1,0,1,0,0,0
-0.7749313729505128,-0.9273576552338573,-0.9736251031431538,-0.6308812272831597,0,0,0,0,1,0,0,1,0,0,0
-1.265711701294078,0.03301534749384281,-0.7817366274813622,-0.6308812272831597,0,0,0,0,0,1,0,0,0,1,1
-0.6689228220283028,0.382716386530559,-1.0695693409740494,-1.5053421280557036,0,0,0,0,0,1,0,0,0,0,0
1.1175175731422744,1.066460209124737,0.8493154156438656,1.1180405742619282,0,0,1,1,0,0,1,0,0,1,1
0.6208478808585866,0.6280290557055694,0.6094548210666262,0.24357967348938422,0,0,0,0,0,1,0,1,0,1,0
1.7869419410028975,0.07999011393161029,-1.4053741733821845,-1.5053421280557036,0,0,0,0,1,0,0,0,0,0,1
0.632626608738832,0.9150970728252623,1.2810644858828966,1.1180405742619282,1,0,0,1,1,0,0,0,0,1,1
-0.6276972744474433,-2.0860685606987994,-0.82970874639681,-0.6308812272831597,0,0,1,0,0,0,0,1,0,0,0
0.3224534412256989,0.5445183598162046,-1.4053741733821845,-1.5053421280557036,0,0,0,0,0,1,0,0,0,0,1
0.2910435002117107,-0.3010274360636183,1.0412038913056572,-0.6308812272831597,0,0,0,0,1,1,0,0,0,0,1
1.1450012715295141,1.1760679974795285,1.3290366047983444,-0.6308812272831597,0,0,0,0,0,0,1,1,0,0,1
-1.2303755176533413,-2.644546339458929,-0.7817366274813622,0.24357967348938422,0,0,1,0,0,1,0,0,1,0,0
