video_watch_mins,avg_quiz_score,days_active,completion_status,total_courses_taken,course_Artificial Intelligence,course_Blockchain,course_Cloud Computing,course_Cyber Security,course_Data Science,course_Data Visualization,course_Deep Learning,course_Machine Learning,course_Python Programming,course_Web Development
0.06528454917367073,0.8054892844704707,0.8972875345593134,1,-0.6308812272831597,0,0,0,0,0,0,0,1,1,0
1.3157928257930749,0.39315522351672977,1.089176010221105,0,0.24357967348938422,0,1,0,0,1,0,0,1,0,0
-1.2146705471463473,-1.6528568257727174,-1.4053741733821845,0,-0.6308812272831597,1,0,0,0,0,0,0,1,0,0
1.2804566421523382,0.11130662489012269,0.8972875345593134,1,-0.6308812272831597,1,1,0,0,0,0,0,0,0,0
0.30478534940533053,-0.4784876648285193,0.2256778697430432,1,-0.6308812272831597,1,0,0,0,0,1,0,0,0,0
-0.8711243173058516,-1.355349971666854,-0.9736251031431538,0,0.24357967348938422,0,0,0,0,1,1,0,0,1,0
-1.2244861537132186,-0.186200229215741,-0.9256529842277058,0,0.24357967348938422,0,1,0,0,0,0,1,1,0,0
0.34601089698619003,0.6332484741986552,-0.06215484374964405,1,-0.6308812272831597,0,0,1,0,0,0,1,0,0,0
-1.11455136016426,-0.6246313826349086,-1.3094299355512888,0,-1.5053421280557036,0,0,0,0,0,1,0,0,0,0
-0.7258533401161563,-1.966021935357837,-0.9736251031431538,0,0.24357967348938422,1,0,0,0,0,0,1,0,0,1
-0.9830222321681845,-0.23839441414659424,-1.261457816635841,0,1.992501475034472,1,0,1,0,0,1,0,1,1,0
-1.513064986779235,-1.2874975312567447,-0.7337645085659144,0,0.24357967348938422,0,0,0,0,1,0,1,1,0,0
0.05350582129342516,0.7063203331018493,1.089176010221105,1,-0.6308812272831597,0,0,0,0,1,0,0,1,0,0
1.2431573371982272,0.20003673927257262,0.46553846432028256,1,0.24357967348938422,0,0,1,1,0,1,0,0,0,0
-1.491470652332118,-0.06615360387477866,-1.0215972220586016,0,1.1180405742619282,1,1,0,0,0,1,1,0,0,0
-1.1675556356253651,-0.2905885990774475,-0.6857923896504664,1,0.24357967348938422,0,0,0,0,0,1,1,1,0,0
0.10847321806790447,0.5967125447470578,1.3770087237137922,1,1.1180405742619282,1,1,0,1,0,0,1,0,0,0
1.188189940423748,0.6175902187193986,1.8087577939528232,1,0.24357967348938422,1,0,1,0,1,0,0,0,0,0
0.4853925102357625,0.6071513817332286,-0.3499875572423313,1,1.1180405742619282,0,0,0,0,0,1,1,1,0,1
-0.7395951893097762,-1.099598465505673,-0.9256529842277058,0,0.24357967348938422,0,0,0,0,0,0,0,1,1,1
-1.2794535504876978,-0.34278278400830076,-1.0695693409740494,0,-0.6308812272831597,0,0,0,0,0,1,0,1,0,0
-1.1734449995654879,-0.2122973216811676,-0.9256529842277058,0,-0.6308812272831597,0,1,0,1,0,0,0,0,0,0
1.527809927637495,0.732417425567276,0.46553846432028256,1,1.1180405742619282,0,0,1,0,0,1,0,1,1,0
-0.8495299828587348,-1.2353033463258913,-1.3574020544667367,0,-1.5053421280557036,0,0,0,0,0,1,0,0,0,0
-0.843640618918612,0.8211475399497266,0.4175663454048347,1,1.1180405742619282,0,1,1,0,1,0,0,0,0,1
0.5501755135771131,0.5549571968023753,0.9932317723902092,1,-0.6308812272831597,0,1,1,0,0,0,0,0,0,0
0.165403736155758,1.3691864817236856,0.6574269399820741,1,0.24357967348938422,0,1,0,0,1,0,0,0,1,0
-0.26648295278657935,0.6697844036502518,2.4323953398536453,1,-0.6308812272831597,0,0,0,0,0,0,1,1,0,0
-0.9064605009465884,-1.1309149764641848,-1.1175414598894973,0,-1.5053421280557036,0,0,1,0,0,0,0,0,0,0
-1.1714818782521135,-0.03483709291626701,-0.82970874639681,0,-0.6308812272831597,0,0,0,0,0,0,0,1,0,1
0.247854831317477,1.3587476447375149,1.7128135561219273,1,-0.6308812272831597,0,1,0,0,0,0,0,1,0,0
-0.6375128810143146,-1.7050510107035706,-1.1175414598894973,1,0.24357967348938422,0,1,0,1,1,0,0,0,0,0
1.724122058974921,1.0925573015901637,0.705399058897522,1,-1.5053421280557036,0,0,0,0,0,1,0,0,0,0
-1.1538137864317453,-1.757245195634424,-0.877680865312258,0,-0.6308812272831597,1,0,1,0,0,0,0,0,0,0
-0.8632718320523546,-1.052623699067905,-1.0695693409740494,0,1.1180405742619282,0,1,0,1,0,0,1,1,0,0
0.19877679848312046,1.0612407906316512,-0.20607120049598768,1,-1.5053421280557036,0,0,0,0,0,0,0,0,0,1
-0.6453653662678117,1.0612407906316512,-1.0695693409740494,0,1.1180405742619282,0,1,0,0,0,0,0,1,1,1
0.5992535464114697,0.7741727735119583,1.2330923669674485,1,1.1180405742619282,1,0,0,0,1,0,1,1,0,0
-0.6649965794015543,-1.6058820593349497,-0.82970874639681,0,-0.6308812272831597,0,0,0,1,1,0,0,0,0,0
-0.6885540351620454,-0.697703241538103,-1.165513578804945,0,-1.5053421280557036,0,0,0,0,0,1,0,0,0,0
-0.9948009600484301,-1.8825112394684715,-0.7337645085659144,0,-1.5053421280557036,0,0,0,0,0,1,0,0,0,0
-0.6571440941480572,-1.6893927552243149,-0.82970874639681,0,-0.6308812272831597,0,0,0,0,0,0,0,1,1,0
-0.8200831631581209,0.06433185845235447,-0.877680865312258,0,-0.6308812272831597,1,0,0,0,0,0,0,1,0,0
-0.7690420090103901,-1.1204761394780145,-1.165513578804945,0,0.24357967348938422,0,0,0,0,1,1,0,0,0,1
1.2372679732581044,0.5132018488576922,1.5688971993755838,1,-0.6308812272831597,0,0,0,1,0,0,0,1,0,0
1.0370295992939298,0.5027630118715221,2.624283815515437,1,0.24357967348938422,0,1,0,0,0,0,0,1,1,0
0.15362500827551245,1.1499709050141018,0.705399058897522,1,-0.6308812272831597,1,0,0,0,1,0,0,0,0,0
-1.0870676617770203,-1.1048178839987584,-0.82970874639681,0,-0.6308812272831597,0,0,0,0,0,1,0,0,1,0
-1.0831414191502717,-0.3480022025013865,-1.1175414598894973,0,-1.5053421280557036,0,0,0,0,0,1,0,0,0,0
1.1783743338568766,0.4035940605029006,1.2810644858828966,1,-0.6308812272831597,0,0,1,1,0,0,0,0,0,0
-0.8377512549784892,-0.8542857963306628,-0.82970874639681,0,-0.6308812272831597,0,1,0,1,0,0,0,0,0,0
1.7574951213022836,0.6697844036502518,-0.1580990815805398,1,-1.5053421280557036,0,0,0,0,0,0,0,0,1,0
1.2333417306313559,1.1969456714518703,-0.014182724834196176,1,1.992501475034472,0,1,1,0,0,0,1,1,1,0
-0.6394760023276889,-0.5254624312662871,-0.877680865312258,0,-0.6308812272831597,0,1,0,0,0,0,0,0,1,0
-1.0399527502560382,-0.24361383263968,-0.6378202707350186,1,1.1180405742619282,1,0,0,1,0,0,0,1,0,1
0.7248933104674223,1.1343126495348461,1.1371481291365528,1,0.24357967348938422,1,0,0,0,0,0,0,1,1,0
0.0417270934131796,-0.14444488127105853,0.8013432967284178,1,1.1180405742619282,0,1,1,0,0,0,1,1,0,0
-1.2990847636214404,0.8837805618667507,-1.4053741733821845,0,-1.5053421280557036,0,0,1,0,0,0,0,0,0,0
-1.1695187569387393,-0.8647246333168332,-1.2134856977203932,0,-0.6308812272831597,0,0,1,1,0,0,0,0,0,0
0.5226918151898735,0.2626697611895967,1.1851202480520007,1,0.24357967348938422,0,0,0,1,0,0,0,1,1,0
2.1265619282166446,1.421380666654539,1.6648414372064795,1,0.24357967348938422,1,0,0,0,0,0,0,1,0,1
-0.8024150713377525,-2.514060877131796,-0.9736251031431538,0,1.992501475034472,1,0,0,0,1,1,1,1,0,0
0.4579088118485229,-0.23317499565350921,0.12973363191214746,1,0.24357967348938422,0,1,1,0,0,0,0,0,1,0
-0.55702490716597,-1.2979363682429155,-1.165513578804945,1,-0.6308812272831597,0,0,0,0,1,0,0,1,0,0
